"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 2","goal 1","goal 6","goal 3","goal 4","goal 5","date 7","date 5","date 3","date 4","date 6","date 1","date 2","race 4","race 2","race 6","race 3","race 1","go_out 1","go_out 4","go_out 2","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 1","field_cd 2","field_cd 13","field_cd 8","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 12","field_cd 4","field_cd 7","field_cd 6","field_cd 10","field_cd 14","field_cd 16","field_cd 15","field_cd 17","field_cd 18","career_c 6","career_c 1","career_c 9","career_c 2","career_c 7","career_c 10","career_c 5","career_c 3","career_c 4","career_c 14","career_c 11","career_c 8","career_c 15","career_c 12","career_c 17","career_c 13","career_c 16","activityAvg","raterCount","rateeCount","matchOwnSum","matchPartnerSum","decOwnSum","decPartnerSum","attrOwnSum","attrPartnerSum","sincOwnSum","sincPartnerSum","intelOwnSum","intelPartnerSum","funOwnSum","funPartnerSum","ambOwnSum","ambPartnerSum","sharOwnSum","sharPartnerSum","likeOwnSum","likePartnerSum","probOwnSum","probPartnerSum","metOwnSum","metPartnerSum","metOwnMean","metPartnerMean","metOwnMeanExc","metPartnerMeanExc","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj"
"1047",78,3,0,4,18,10,3,96,0,0.55,1,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,2,5,9,2,9,2,7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,2,1.94,2,1.94,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1048",78,3,0,4,18,16,4,97,0,0.14,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,9,5,9,7,7,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1049",78,3,0,4,18,7,5,98,0,0.29,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,7,9,9,2,9,2,7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,2,1.89,2,1.88,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1050",78,3,0,4,18,13,6,99,0,0.43,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,7,9,9,9,7,9,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,2,1.83,2,1.82,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1051",78,3,0,4,18,8,7,100,0,0.38,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,2,9,9,4,7,6,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1052",78,3,0,4,18,11,8,101,0,-0.13,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,2,9,9,2,9,2,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,2,1.89,2,1.88,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1053",78,3,0,4,18,15,9,102,0,0.07,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,3,8,8,7,7,8,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,2,1.94,2,1.94,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1054",78,3,0,4,18,12,10,103,0,0.21,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,5,9,9,7,7,6,7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1055",78,3,0,4,18,3,11,104,0,0.59,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,9,5,9,9,9,5,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,2,2.06,2,2.06,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1056",78,3,0,4,18,6,12,105,0,-0.2,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,7,9,9,7,9,7,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1057",78,3,0,4,18,14,13,106,1,0.09,1,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,5,9,9,7,7,6,9,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1058",78,3,0,4,18,5,14,107,1,0.65,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,9,9,9,9,9,9,10,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1059",78,3,0,4,18,9,15,108,0,0.51,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,7,4,7,2,2,2,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,2,1.94,2,1.94,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1060",78,3,0,4,18,1,16,109,1,0.59,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,1,7,10,10,6,10,6,9,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1061",78,3,0,4,18,18,17,110,0,0.79,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,2,2,5,2,7,8,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1062",78,3,0,4,18,17,18,111,0,0.56,0,2,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,0,5,5,9,7,9,6,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.06,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,2,2,2,-5.06,0.94,0.94,2.94,-1.06,2.94,-5.06,-3.06,2.94,-3.06,2.94,2.94,2.94,0.94,-1.06,3.94
"1063",79,4,0,4,18,1,1,94,0,0.27,1,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,5,6,7,6,9,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1064",79,4,0,4,18,3,2,95,0,-0.04,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,5,6,6,5,5,4,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1065",79,4,0,4,18,9,3,96,0,0.49,0,1,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,7,7,7,5,5,5,7,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,2.06,1.94,2.12,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1066",79,4,0,4,18,15,4,97,0,-0.27,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,1,7,7,7,7,7,7,7,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1067",79,4,0,4,18,6,5,98,0,0.13,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,2.06,1.89,2.06,1.88,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1068",79,4,0,4,18,12,6,99,0,0.9,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,7,7,7,7,7,7,7,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,2.06,1.83,2.06,1.82,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1069",79,4,0,4,18,7,7,100,0,0.56,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,4,6,6,6,6,4,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1070",79,4,0,4,18,10,8,101,0,0.35,1,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,4,6,6,5,5,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,2.06,1.89,2.06,1.88,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1071",79,4,0,4,18,14,9,102,0,-0.15,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,2.06,1.94,2.06,1.94,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1072",79,4,0,4,18,11,10,103,0,-0.18,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,5,5,5,5,5,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1073",79,4,0,4,18,2,11,104,1,0.42,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,1,6,6,7,8,6,7,7,6,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,2.06,2.06,1.88,1.88,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1074",79,4,0,4,18,5,12,105,0,0.03,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,1,6,6,6,6,6,6,6,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1075",79,4,0,4,18,13,13,106,0,0.24,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,5,5,5,5,5,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1076",79,4,0,4,18,4,14,107,1,0.52,0,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,1,5,7,7,7,5,6,6,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1077",79,4,0,4,18,8,15,108,1,0.6,0,1,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,1,6,6,6,6,6,6,7,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,2.06,1.94,2.12,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
"1078",79,4,0,4,18,18,16,109,0,0.8,1,2,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,0,5,5,5,5,5,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.47,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,2.06,2,2.06,2,-2.47,-3.47,4.53,4.53,4.53,-3.47,-4.47,1.53,-1.47,-1.47,3.53,3.53,2.53,2.53,-2.47,-2.47
