"","X.1","X","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingOfMbyW","sincRatingOfMbyW","intelRatingOfMbyW","funRatingOfMbyW","ambRatingOfMbyW","sharRatingOfMbyW","likeRatingOfMbyW","probRatingOfMbyW","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingOfMbyW","sincAvgRatingOfMbyW","intelAvgRatingOfMbyW","funAvgRatingOfMbyW","ambAvgRatingOfMbyW","sharAvgRatingOfMbyW","likeAvgRatingOfMbyW","probAvgRatingOfMbyW","decAvgOfMbyW","raterDecAvgW","attrRatingGuessOfMbyW","sincRatingGuessOfMbyW","intelRatingGuessOfMbyW","funRatingGuessOfMbyW","ambRatingGuessOfMbyW","sharRatingGuessOfMbyW","likeRatingGuessOfMbyW","probRatingGuessOfMbyW","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingOfWbyM","sincRatingOfWbyM","intelRatingOfWbyM","funRatingOfWbyM","ambRatingOfWbyM","sharRatingOfWbyM","likeRatingOfWbyM","probRatingOfWbyM","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingOfWbyM","sincAvgRatingOfWbyM","intelAvgRatingOfWbyM","funAvgRatingOfWbyM","ambAvgRatingOfWbyM","sharAvgRatingOfWbyM","likeAvgRatingOfWbyM","probAvgRatingOfWbyM","decAvgOfWbyM","raterDecAvgM","attrRatingGuessOfWbyM","sincRatingGuessOfWbyM","intelRatingGuessOfWbyM","funRatingGuessOfWbyM","ambRatingGuessOfWbyM","sharRatingGuessOfWbyM","likeRatingGuessOfWbyM","probRatingGuessOfWbyM","raceAsianMraceAsianW","raceAsianMraceWhiteW","raceAsianMraceLatinoW","raceAsianMraceBlackW","raceWhiteMraceAsianW","raceWhiteMraceWhiteW","raceWhiteMraceLatinoW","raceWhiteMraceBlackW","raceLatinoMraceAsianW","raceLatinoMraceWhiteW","raceBlackMraceAsianW","raceBlackMraceWhiteW","raceAsianMraceAsianWimpRaceM","raceAsianMraceWhiteWimpRaceM","raceAsianMraceLatinoWimpRaceM","raceAsianMraceBlackWimpRaceM","raceWhiteMraceAsianWimpRaceM","raceWhiteMraceWhiteWimpRaceM","raceWhiteMraceLatinoWimpRaceM","raceWhiteMraceBlackWimpRaceM","raceLatinoMraceAsianWimpRaceM","raceLatinoMraceWhiteWimpRaceM","raceBlackMraceAsianWimpRaceM","raceBlackMraceWhiteWimpRaceM","raceAsianMraceAsianWimpRaceW","raceAsianMraceWhiteWimpRaceW","raceAsianMraceLatinoWimpRaceW","raceAsianMraceBlackWimpRaceW","raceWhiteMraceAsianWimpRaceW","raceWhiteMraceWhiteWimpRaceW","raceWhiteMraceLatinoWimpRaceW","raceWhiteMraceBlackWimpRaceW","raceLatinoMraceAsianWimpRaceW","raceLatinoMraceWhiteWimpRaceW","raceBlackMraceAsianWimpRaceW","raceBlackMraceWhiteWimpRaceW","careerMedicineWcareerMedicineW","careerCreativeMcareerInternationalW","careerCreativeMcareerAcademicW","careerCreativeMcareerFinanceW","careerLawMcareerCreativeW","careerLawMcareerLawW","careerLawMcareerInternationalW","careerLawMcareerAcademicW","careerLawMcareerFinanceW","careerAcademicMcareerCreativeW","careerAcademicMcareerLawW","careerAcademicMcareerInternationalW","careerAcademicMcareerAcademicW","careerAcademicMcareerFinanceW","careerAcademicMcareerUndecidedW","careerAcademicMcareerMedicineW","careerAcademicMcareerSocialWorkW","careerFinanceMcareerCreativeW","careerFinanceMcareerLawW","careerFinanceMcareerInternationalW","careerFinanceMcareerAcademicW","careerFinanceMcareerFinanceW","careerFinanceMcareerUndecidedW","careerFinanceMcareerPsychologyW","careerFinanceMcareerMedicineW","careerFinanceMcareerSocialWorkW","careerUndecidedMcareerAcademicW","careerMedicineMcareerAcademicW","fieldMathWfieldMathW","fieldMedicineWfieldMedicineW","fieldLawMFieldLawW","fieldLawMFieldAcademiaW","fieldLawMFieldSocialSciW","fieldLawMFieldSocialWorkW","fieldPoliSciMFieldPoliSciW","fieldPoliSciMFieldBusinessW","fieldPoliSciMFieldAcademiaW","fieldPoliSciMFieldScienceW","fieldBusinessMFieldLawW","fieldBusinessMFieldPoliSciW","fieldBusinessMFieldBusinessW","fieldBusinessMFieldEnginW","fieldBusinessMFieldAcademiaW","fieldBusinessMFieldSocialSciW","fieldBusinessMFieldSocialWorkW","fieldBusinessMFieldEnglishW","fieldBusinessMFieldScienceW","fieldBusinessMFieldLanguagesW","fieldEnginMFieldEnginW","fieldEnginMFieldAcademiaW","fieldEnginMFieldSocialSciW","fieldEnginMFieldSocialWorkW","fieldEnginMFieldEnglishW","fieldEnginMFieldScienceW","fieldEnginMFieldLanguagesW","fieldScienceMFieldPoliSciW","fieldScienceMFieldBusinessW","fieldScienceMFieldHistReligPhilW","fieldScienceMFieldScienceW"
"2497",2497,2497,391,13,15,1,397,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,5,9,5,3,6,3,3,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,7.64705882352941,7.58823529411765,5.64705882352941,7.35294117647059,5.88235294117647,6.11764705882353,5.41176470588235,0.352941176470588,0.111111111111111,5.32622072585586,6.57166434606476,6.26372372223433,4.44401475146228,6.83870356321804,6.13426693011921,5.87267677278399,0,24,26,3,2,42,5,2,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,4,20,21,21,22,6,10,1,9,9,8,9,8,8,9,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38888888888889,6.72222222222222,7.33333333333333,6.55555555555556,6.55555555555556,6.5,6.25,5.41666666666667,0.5,0.705882352941177,9.01667869466341,9.21912566945814,6.4293385170076,4.93519812112101,6.9981685019117,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2498",2498,2498,391,13,15,10,406,0,0,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,5,7,6,8,5,3,5,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,7.41176470588235,8.11764705882353,7.88235294117647,8.05882352941176,6.44117647058824,6.47058823529412,5.35294117647059,0.352941176470588,0.111111111111111,0.0468247710563476,8.19704000211405,9.71203183525139,7.79583489260474,10,6.44728318272876,0,6.786402084103,27,25,1,1,42,6,2,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,4,20,20,20,20,20,0,1,8,8,8,8,8,8,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.44444444444444,6.77777777777778,7.33333333333333,6.61111111111111,6.55555555555556,6.5,6.30555555555556,5.69444444444444,0.5,0.764705882352941,4.29323230596724,5.56729784750129,8.30464938804477,10,10,7.53722911680087,5.41722116537665,8.0229132706269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2499",2499,2499,391,13,15,11,407,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,6,10,9,7,8,5,6,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17647058823529,8.70588235294118,8.05882352941176,6.88235294117647,7.35294117647059,7.41176470588235,7.17647058823529,5.94117647058824,0.764705882352941,0.111111111111111,6.75546315101264,10,9.18041245835519,6.57591741604227,7.41687328977495,6.61896044477354,8.43430147074147,5.2317695989392,24,25,1,1,42,4,2,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,4,30,15,15,15,15,10,0,6,7,6,6,7,8,6,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,6.83333333333333,7.44444444444444,6.72222222222222,6.61111111111111,6.5,6.41666666666667,5.47222222222222,0.555555555555556,0.235294117647059,2.36958083555828,9.94233791221467,10,9.17487424943097,10,7.1127293814079,7.89232273941037,5.99044902421591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2500",2500,2500,391,13,15,12,408,0,0,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,5,5,6,6,9,5,6,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82352941176471,7.17647058823529,6.94117647058824,7.05882352941176,7.11764705882353,6.41176470588235,6.17647058823529,5.35294117647059,0.529411764705882,0.111111111111111,6.6558120310782,8.26983010106071,6.2578629169064,8.20139514787711,8.52039179749926,9.52992502450791,7.57767278837786,10,24,26,1,1,42,7,1,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,4,20,10,20,20,10,20,0,6,7,8,8,7,7,8,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,6.83333333333333,7.33333333333333,6.61111111111111,6.61111111111111,6.55555555555556,6.30555555555556,5.36111111111111,0.555555555555556,0.470588235294118,5.96941132240574,5.71848051258933,5.44722225780434,10,7.44944570709231,6.94904235728939,7.22310812797441,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2501",2501,2501,391,13,15,13,409,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,8,6,6,7,6,5,5,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76470588235294,8.47058823529412,7.94117647058824,7.35294117647059,7.35294117647059,6.88235294117647,6.70588235294118,6.05882352941176,0.647058823529412,0.111111111111111,6.88484388837966,8.99084033092419,9.20660317745838,7.76002252751813,8.82476271682663,6.32803582771299,7.5284014195443,7.77473005274596,23,25,5,5,42,6,3,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,4,20,15,20,20,10,15,0,7,8,8,7,6,7,6,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.77777777777778,7.33333333333333,6.66666666666667,6.66666666666667,6.55555555555556,6.41666666666667,5.47222222222222,0.555555555555556,0.294117647058824,1.8132316235249,8.329858217312,5.53086732590218,0,10,5.80581792688706,7.65585060079445,9.99955585095503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2502",2502,2502,391,13,15,14,410,1,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,1,7,9,8,8,6,6,7,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23529411764706,8,8.11764705882353,7.58823529411765,7.41176470588235,6.76470588235294,7.05882352941176,5.94117647058824,0.705882352941177,0.0555555555555556,7.23203949849195,7.59982987523843,8.28485550726182,7.1078381702922,7.85265156407716,9.26846038963052,5.82613270255375,4.09549707316814,27,26,8,8,55,5,1,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,4,20,20,20,20,10,10,1,7,8,8,4,5,8,7,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.77777777777778,7.33333333333333,6.83333333333333,6.72222222222222,6.5,6.36111111111111,5.63888888888889,0.5,0.176470588235294,6.30075048026453,5.50389606175869,8.19931563682077,9.06914461675644,3.27187513228862,6.31653940556077,6.2741064938254,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2503",2503,2503,391,13,15,15,411,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,7,8,7,6,7,6,6,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02941176470588,7.76470588235294,8.05882352941176,7.94117647058824,8.11764705882353,6.64705882352941,6.64705882352941,5.47058823529412,0.529411764705882,0.111111111111111,7.0919066259355,9.86990711520013,8.94722069178174,8.83833607800056,10,6.43943187897142,7.80278967282478,0,34,22,8,2,80,4,1,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,4,35,15,15,25,10,0,0,6,7,8,6,6,5,5,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,6.83333333333333,7.33333333333333,6.72222222222222,6.66666666666667,6.66666666666667,6.47222222222222,5.47222222222222,0.555555555555556,0.235294117647059,5.88442784793838,5.43175014050002,4.80049301408239,0,10,5.66702671433808,3.42014649953632,8.95594359456317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2504",2504,2504,391,13,15,16,412,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,7.58823529411765,7.76470588235294,6.82352941176471,7.52941176470588,5.76470588235294,6.11764705882353,5.52941176470588,0.352941176470588,0.111111111111111,10,0,7.36766256524669,4.86373543653995,10,7.03814723278604,7.36019909877333,3.00137895225238,27,25,1,1,42,5,2,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,4,75,5,5,5,5,5,1,8,8,8,9,10,10,6,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.44444444444444,6.77777777777778,7.33333333333333,6.55555555555556,6.44444444444444,6.38888888888889,6.41666666666667,5.36111111111111,0.5,0.470588235294118,5.18104390100069,5.35695108942578,8.96385044837203,8.45079457790122,8.60242781816445,5.51510789415283,7.97711513686149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2505",2505,2505,391,13,15,17,413,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,5,6,5,5,6,5,6,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.17647058823529,8.11764705882353,7.11764705882353,7.58823529411765,6.29411764705882,7.17647058823529,5.29411764705882,0.647058823529412,0.111111111111111,6.67694574926753,9.63318375117873,8.92945698420394,8.33188121290349,10,5.30631819020638,8.69603486560577,2.77648260703728,26,26,5,3,42,5,2,6,7,5,7,5,3,5,5,4,6,8,6,9,6,6,7,0,8,4,10,10,30,30,5,15,0,7,6,7,7,6,6,6,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,6.88888888888889,7.38888888888889,6.66666666666667,6.66666666666667,6.61111111111111,6.41666666666667,5.52777777777778,0.555555555555556,0.0588235294117647,8.66277458933594,6.77982940034598,4.9617315697762,2.45210292444008,6.34664631672899,7.06037501080868,6.1401424843632,3.94476547749327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2506",2506,2506,391,13,15,18,414,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,6,6,6,6,6,4,5,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47058823529412,7.52941176470588,7.82352941176471,6.11764705882353,7.88235294117647,5.23529411764706,5.82352941176471,4.52941176470588,0.470588235294118,0.111111111111111,6.72311160239973,6.83513472796564,7.54993767949637,4.30094030214018,6.39092990070154,5.75661403070152,6.59951389562135,5.90699246056456,29,27,2,10,55,1,1,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,4,95,1,1,1,1,1,1,8,6,7,6,7,5,6,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.44444444444444,6.88888888888889,7.38888888888889,6.72222222222222,6.61111111111111,6.66666666666667,6.41666666666667,5.69444444444444,0.5,1,8.96075328630818,8.39257227352645,7.02244183968847,0,3.09286148430709,7.48315568114548,7.58221824859943,6.03439612849424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2507",2507,2507,391,13,15,19,415,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,6,8,6,6,6,5,5,10,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05882352941176,4.64705882352941,5.05882352941176,4.11764705882353,5.35294117647059,3.41176470588235,3.17647058823529,4.05882352941176,0.0588235294117647,0.111111111111111,3.26109783424042,5.90577025805032,8.46709048983579,5.02781250585008,5.82116257291133,4.64050443299946,5.99100392509647,4.5917375170137,31,12,3,1,52,4,2,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.61111111111111,6.94444444444444,7.5,6.77777777777778,6.72222222222222,6.66666666666667,6.47222222222222,5.52777777777778,0.5,1,2.25708024578556,7.2338479595769,6.66491303478318,10,10,5.03846049980585,7.7586204978242,5.73621013478782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2508",2508,2508,391,13,15,2,398,0,1,28,27,1,5,50,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,4,35,0,35,10,10,10,0,7,6,6,6,6,4,6,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7.41176470588235,7.52941176470588,8.41176470588235,7.11764705882353,6.64705882352941,7.23529411764706,6.26470588235294,0.705882352941177,0.111111111111111,7.68946173158338,10,9.18366469752294,10,10,0,7.43125170671281,3.32604744201694,29,25,7,2,42,3,1,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,4,45,10,10,30,0,5,0,6,6,7,4,7,6,4,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,6.88888888888889,7.38888888888889,6.83333333333333,6.61111111111111,6.61111111111111,6.52777777777778,5.52777777777778,0.555555555555556,0.411764705882353,8.94803362467392,5.62267473834296,7.39421443834047,10,7.76685117869186,4.89785155606445,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
